time,pair,signal
2020-03-12,TCS.NS-INFY.NS,0
2020-03-13,TCS.NS-INFY.NS,1
2020-03-16,TCS.NS-INFY.NS,0
2020-03-17,TCS.NS-INFY.NS,1
2020-04-17,TCS.NS-INFY.NS,0
2020-04-21,TCS.NS-INFY.NS,1
2020-04-23,TCS.NS-INFY.NS,0
2020-07-03,TCS.NS-INFY.NS,-1
2020-07-06,TCS.NS-INFY.NS,0
2020-07-07,TCS.NS-INFY.NS,-1
2020-07-08,TCS.NS-INFY.NS,0
2020-07-24,TCS.NS-INFY.NS,1
2020-07-25,TCS.NS-INFY.NS,0
2020-09-07,TCS.NS-INFY.NS,-1
2020-09-14,TCS.NS-INFY.NS,0
2020-09-16,TCS.NS-INFY.NS,-1
2020-09-24,TCS.NS-INFY.NS,0
2020-09-25,TCS.NS-INFY.NS,-1
2020-10-05,TCS.NS-INFY.NS,0
2020-10-06,TCS.NS-INFY.NS,-1
2020-10-08,TCS.NS-INFY.NS,0
2020-10-09,TCS.NS-INFY.NS,-1
2020-11-13,TCS.NS-INFY.NS,0
2020-11-20,TCS.NS-INFY.NS,-1
2021-01-05,TCS.NS-INFY.NS,0
2021-01-06,TCS.NS-INFY.NS,-1
2021-02-24,TCS.NS-INFY.NS,0
2021-02-25,TCS.NS-INFY.NS,-1
2021-02-26,TCS.NS-INFY.NS,0
2021-03-03,TCS.NS-INFY.NS,-1
2021-03-05,TCS.NS-INFY.NS,0
2021-03-22,TCS.NS-INFY.NS,-1
2021-03-25,TCS.NS-INFY.NS,0
2021-03-30,TCS.NS-INFY.NS,-1
2021-04-13,TCS.NS-INFY.NS,0
2021-04-15,TCS.NS-INFY.NS,-1
2021-04-19,TCS.NS-INFY.NS,0
2021-07-06,TCS.NS-INFY.NS,1
2021-07-07,TCS.NS-INFY.NS,0
2021-07-08,TCS.NS-INFY.NS,1
2021-07-09,TCS.NS-INFY.NS,0
2021-07-11,TCS.NS-INFY.NS,1
2021-07-17,TCS.NS-INFY.NS,0
2021-07-26,TCS.NS-INFY.NS,1
2021-08-02,TCS.NS-INFY.NS,0
2021-08-23,TCS.NS-INFY.NS,-1
2021-08-27,TCS.NS-INFY.NS,0
2021-08-28,TCS.NS-INFY.NS,-1
2021-10-11,TCS.NS-INFY.NS,0
2021-10-19,TCS.NS-INFY.NS,1
2021-10-31,TCS.NS-INFY.NS,0
2022-01-04,TCS.NS-INFY.NS,-1
2022-01-12,TCS.NS-INFY.NS,0
2022-01-17,TCS.NS-INFY.NS,-1
2022-01-18,TCS.NS-INFY.NS,0
2022-02-02,TCS.NS-INFY.NS,-1
2022-02-08,TCS.NS-INFY.NS,0
2022-02-14,TCS.NS-INFY.NS,-1
2022-02-21,TCS.NS-INFY.NS,0
2022-02-23,TCS.NS-INFY.NS,1
2022-02-24,TCS.NS-INFY.NS,0
2022-03-04,TCS.NS-INFY.NS,1
2022-03-06,TCS.NS-INFY.NS,0
2022-03-07,TCS.NS-INFY.NS,1
2022-03-08,TCS.NS-INFY.NS,0
2022-04-21,TCS.NS-INFY.NS,-1
2022-04-25,TCS.NS-INFY.NS,0
2022-05-25,TCS.NS-INFY.NS,1
2022-05-26,TCS.NS-INFY.NS,0
2022-06-14,TCS.NS-INFY.NS,1
2022-06-15,TCS.NS-INFY.NS,0
2022-06-16,TCS.NS-INFY.NS,1
2022-06-21,TCS.NS-INFY.NS,0
2022-07-04,TCS.NS-INFY.NS,1
2022-07-07,TCS.NS-INFY.NS,0
2022-07-08,TCS.NS-INFY.NS,1
2022-07-27,TCS.NS-INFY.NS,0
2022-08-25,TCS.NS-INFY.NS,1
2022-11-02,TCS.NS-INFY.NS,0
2022-11-03,TCS.NS-INFY.NS,1
2022-11-04,TCS.NS-INFY.NS,0
2022-11-07,TCS.NS-INFY.NS,-1
2022-11-09,TCS.NS-INFY.NS,0
2022-11-11,TCS.NS-INFY.NS,-1
2022-11-15,TCS.NS-INFY.NS,0
2022-11-16,TCS.NS-INFY.NS,-1
2022-11-18,TCS.NS-INFY.NS,0
2022-12-01,TCS.NS-INFY.NS,-1
2022-12-03,TCS.NS-INFY.NS,0
2023-01-04,TCS.NS-INFY.NS,-1
2023-01-05,TCS.NS-INFY.NS,0
2023-01-09,TCS.NS-INFY.NS,-1
2023-01-11,TCS.NS-INFY.NS,0
2023-01-12,TCS.NS-INFY.NS,-1
2023-01-31,TCS.NS-INFY.NS,0
2023-02-01,TCS.NS-INFY.NS,-1
2023-02-22,TCS.NS-INFY.NS,0
2023-03-01,TCS.NS-INFY.NS,-1
2023-03-02,TCS.NS-INFY.NS,0
2023-03-03,TCS.NS-INFY.NS,-1
2023-03-13,TCS.NS-INFY.NS,0
2023-03-14,TCS.NS-INFY.NS,1
2023-03-25,TCS.NS-INFY.NS,0
2023-04-17,TCS.NS-INFY.NS,-1
2023-06-16,TCS.NS-INFY.NS,0
2023-06-18,TCS.NS-INFY.NS,1
2023-06-19,TCS.NS-INFY.NS,-1
2023-07-11,TCS.NS-INFY.NS,0
2023-07-13,TCS.NS-INFY.NS,-1
2023-07-14,TCS.NS-INFY.NS,0
2023-07-16,TCS.NS-INFY.NS,-1
2023-08-25,TCS.NS-INFY.NS,0
2023-09-11,TCS.NS-INFY.NS,-1
2023-10-19,TCS.NS-INFY.NS,0
2023-10-20,TCS.NS-INFY.NS,-1
2023-10-23,TCS.NS-INFY.NS,0
2023-12-06,TCS.NS-INFY.NS,-1
2023-12-15,TCS.NS-INFY.NS,0
2023-12-17,TCS.NS-INFY.NS,-1
2024-01-04,TCS.NS-INFY.NS,0
2024-01-05,TCS.NS-INFY.NS,-1
2024-01-08,TCS.NS-INFY.NS,0
2024-01-10,TCS.NS-INFY.NS,-1
2024-01-25,TCS.NS-INFY.NS,0
2024-02-01,TCS.NS-INFY.NS,-1
2024-02-06,TCS.NS-INFY.NS,0
2024-02-07,TCS.NS-INFY.NS,-1
2024-02-08,TCS.NS-INFY.NS,0
2024-02-11,TCS.NS-INFY.NS,-1
2024-05-29,TCS.NS-INFY.NS,0
2024-05-30,TCS.NS-INFY.NS,1
2024-05-31,TCS.NS-INFY.NS,0
2024-06-02,TCS.NS-INFY.NS,1
2024-06-04,TCS.NS-INFY.NS,0
2024-07-19,TCS.NS-INFY.NS,-1
2024-07-22,TCS.NS-INFY.NS,0
2024-07-25,TCS.NS-INFY.NS,-1
2024-07-30,TCS.NS-INFY.NS,0
2024-07-31,TCS.NS-INFY.NS,-1
2024-08-02,TCS.NS-INFY.NS,0
2024-08-16,TCS.NS-INFY.NS,-1
2024-09-18,TCS.NS-INFY.NS,0
2024-09-20,TCS.NS-INFY.NS,1
2024-09-22,TCS.NS-INFY.NS,0
2024-10-11,TCS.NS-INFY.NS,1
2024-10-18,TCS.NS-INFY.NS,0
2024-10-22,TCS.NS-INFY.NS,1
2024-10-27,TCS.NS-INFY.NS,0
2024-11-25,TCS.NS-INFY.NS,-1
2024-11-27,TCS.NS-INFY.NS,0
2024-12-04,TCS.NS-INFY.NS,-1
2024-12-10,TCS.NS-INFY.NS,0
2025-01-03,TCS.NS-INFY.NS,1
2025-01-10,TCS.NS-INFY.NS,0
2025-02-07,TCS.NS-INFY.NS,1
2025-02-10,TCS.NS-INFY.NS,0
2025-02-11,TCS.NS-INFY.NS,1
2025-03-24,TCS.NS-INFY.NS,0
2025-04-02,TCS.NS-INFY.NS,1
2025-05-12,TCS.NS-INFY.NS,0
2025-05-13,TCS.NS-INFY.NS,1
2025-05-14,TCS.NS-INFY.NS,0
2025-05-20,TCS.NS-INFY.NS,1
2025-05-21,TCS.NS-INFY.NS,0
2025-05-22,TCS.NS-INFY.NS,1
2025-05-23,TCS.NS-INFY.NS,0
2025-05-27,TCS.NS-INFY.NS,1
2025-09-25,TCS.NS-INFY.NS,0
2025-09-29,TCS.NS-INFY.NS,1
2025-11-20,TCS.NS-INFY.NS,0
2025-11-24,TCS.NS-INFY.NS,1
2025-11-26,TCS.NS-INFY.NS,0
2025-11-27,TCS.NS-INFY.NS,1
2025-12-03,TCS.NS-INFY.NS,0
2025-12-04,TCS.NS-INFY.NS,-1
2025-12-05,TCS.NS-INFY.NS,0
2025-12-18,TCS.NS-INFY.NS,-1
2025-12-19,TCS.NS-INFY.NS,0
2026-01-13,TCS.NS-INFY.NS,-1
2026-01-14,TCS.NS-INFY.NS,0
2026-01-19,TCS.NS-INFY.NS,1
2026-01-20,TCS.NS-INFY.NS,0
2026-01-21,TCS.NS-INFY.NS,1
2026-01-22,TCS.NS-INFY.NS,0
2026-02-06,TCS.NS-INFY.NS,1
2026-02-10,TCS.NS-INFY.NS,0
2026-02-11,TCS.NS-INFY.NS,1
2026-02-12,TCS.NS-INFY.NS,0
2026-02-15,TCS.NS-INFY.NS,1
2016-07-07,TCS.NS-HDFCBANK.NS,1
2016-07-11,TCS.NS-HDFCBANK.NS,0
2016-08-12,TCS.NS-HDFCBANK.NS,-1
2016-08-13,TCS.NS-HDFCBANK.NS,0
2016-09-08,TCS.NS-HDFCBANK.NS,1
2016-09-12,TCS.NS-HDFCBANK.NS,0
2016-09-14,TCS.NS-HDFCBANK.NS,1
2016-09-15,TCS.NS-HDFCBANK.NS,0
2016-11-07,TCS.NS-HDFCBANK.NS,1
2016-11-09,TCS.NS-HDFCBANK.NS,0
2016-11-15,TCS.NS-HDFCBANK.NS,1
2016-11-16,TCS.NS-HDFCBANK.NS,0
2017-01-04,TCS.NS-HDFCBANK.NS,1
2017-02-10,TCS.NS-HDFCBANK.NS,0
2017-04-13,TCS.NS-HDFCBANK.NS,1
2017-05-09,TCS.NS-HDFCBANK.NS,0
2017-05-10,TCS.NS-HDFCBANK.NS,1
2017-05-11,TCS.NS-HDFCBANK.NS,0
2017-05-25,TCS.NS-HDFCBANK.NS,-1
2017-05-26,TCS.NS-HDFCBANK.NS,0
2017-06-06,TCS.NS-HDFCBANK.NS,-1
2017-06-07,TCS.NS-HDFCBANK.NS,0
2017-06-23,TCS.NS-HDFCBANK.NS,1
2017-07-01,TCS.NS-HDFCBANK.NS,0
2017-07-06,TCS.NS-HDFCBANK.NS,1
2017-07-10,TCS.NS-HDFCBANK.NS,0
2017-09-11,TCS.NS-HDFCBANK.NS,1
2017-09-12,TCS.NS-HDFCBANK.NS,0
2017-09-29,TCS.NS-HDFCBANK.NS,1
2017-10-11,TCS.NS-HDFCBANK.NS,0
2017-10-17,TCS.NS-HDFCBANK.NS,-1
2017-10-18,TCS.NS-HDFCBANK.NS,0
2017-10-25,TCS.NS-HDFCBANK.NS,-1
2017-10-26,TCS.NS-HDFCBANK.NS,0
2017-10-27,TCS.NS-HDFCBANK.NS,-1
2017-11-01,TCS.NS-HDFCBANK.NS,0
2017-11-02,TCS.NS-HDFCBANK.NS,-1
2017-11-03,TCS.NS-HDFCBANK.NS,0
2017-11-06,TCS.NS-HDFCBANK.NS,-1
2017-11-21,TCS.NS-HDFCBANK.NS,0
2017-11-24,TCS.NS-HDFCBANK.NS,-1
2017-11-25,TCS.NS-HDFCBANK.NS,0
2017-12-15,TCS.NS-HDFCBANK.NS,1
2017-12-16,TCS.NS-HDFCBANK.NS,0
2018-01-08,TCS.NS-HDFCBANK.NS,-1
2018-01-09,TCS.NS-HDFCBANK.NS,0
2018-01-10,TCS.NS-HDFCBANK.NS,-1
2018-01-17,TCS.NS-HDFCBANK.NS,0
2018-01-18,TCS.NS-HDFCBANK.NS,-1
2018-01-19,TCS.NS-HDFCBANK.NS,0
2018-01-20,TCS.NS-HDFCBANK.NS,-1
2018-01-22,TCS.NS-HDFCBANK.NS,0
2018-01-25,TCS.NS-HDFCBANK.NS,-1
2018-03-13,TCS.NS-HDFCBANK.NS,0
2018-03-16,TCS.NS-HDFCBANK.NS,1
2018-03-19,TCS.NS-HDFCBANK.NS,0
2018-03-22,TCS.NS-HDFCBANK.NS,1
2018-03-23,TCS.NS-HDFCBANK.NS,0
2018-04-11,TCS.NS-HDFCBANK.NS,-1
2018-04-20,TCS.NS-HDFCBANK.NS,0
2018-04-21,TCS.NS-HDFCBANK.NS,-1
2018-09-24,TCS.NS-HDFCBANK.NS,0
2018-09-25,TCS.NS-HDFCBANK.NS,-1
2018-10-12,TCS.NS-HDFCBANK.NS,0
2018-10-15,TCS.NS-HDFCBANK.NS,-1
2018-10-22,TCS.NS-HDFCBANK.NS,0
2018-10-23,TCS.NS-HDFCBANK.NS,1
2018-10-25,TCS.NS-HDFCBANK.NS,0
2018-10-26,TCS.NS-HDFCBANK.NS,1
2018-10-29,TCS.NS-HDFCBANK.NS,0
2018-10-31,TCS.NS-HDFCBANK.NS,-1
2018-11-01,TCS.NS-HDFCBANK.NS,0
2019-02-04,TCS.NS-HDFCBANK.NS,-1
2019-02-05,TCS.NS-HDFCBANK.NS,0
2019-02-06,TCS.NS-HDFCBANK.NS,-1
2019-02-08,TCS.NS-HDFCBANK.NS,0
2019-04-15,TCS.NS-HDFCBANK.NS,-1
2019-04-26,TCS.NS-HDFCBANK.NS,0
2019-04-27,TCS.NS-HDFCBANK.NS,-1
2019-05-03,TCS.NS-HDFCBANK.NS,0
2019-05-09,TCS.NS-HDFCBANK.NS,-1
2019-05-10,TCS.NS-HDFCBANK.NS,0
2019-05-31,TCS.NS-HDFCBANK.NS,-1
2019-07-05,TCS.NS-HDFCBANK.NS,0
2019-07-30,TCS.NS-HDFCBANK.NS,-1
2019-09-09,TCS.NS-HDFCBANK.NS,0
2019-09-21,TCS.NS-HDFCBANK.NS,1
2019-09-23,TCS.NS-HDFCBANK.NS,0
2019-09-24,TCS.NS-HDFCBANK.NS,1
2019-09-30,TCS.NS-HDFCBANK.NS,0
2019-10-11,TCS.NS-HDFCBANK.NS,1
2019-10-12,TCS.NS-HDFCBANK.NS,0
2019-10-31,TCS.NS-HDFCBANK.NS,-1
2019-11-01,TCS.NS-HDFCBANK.NS,0
2020-01-08,TCS.NS-HDFCBANK.NS,-1
2020-01-09,TCS.NS-HDFCBANK.NS,0
2020-02-18,TCS.NS-HDFCBANK.NS,-1
2020-02-19,TCS.NS-HDFCBANK.NS,0
2020-03-01,TCS.NS-HDFCBANK.NS,1
2020-03-03,TCS.NS-HDFCBANK.NS,0
2020-03-09,TCS.NS-HDFCBANK.NS,1
2020-03-12,TCS.NS-HDFCBANK.NS,0
2020-03-15,TCS.NS-HDFCBANK.NS,1
2020-03-16,TCS.NS-HDFCBANK.NS,0
2020-03-18,TCS.NS-HDFCBANK.NS,1
2020-03-20,TCS.NS-HDFCBANK.NS,0
2020-03-23,TCS.NS-HDFCBANK.NS,1
2020-03-26,TCS.NS-HDFCBANK.NS,0
2020-04-01,TCS.NS-HDFCBANK.NS,1
2020-04-07,TCS.NS-HDFCBANK.NS,0
2020-04-08,TCS.NS-HDFCBANK.NS,1
2020-04-13,TCS.NS-HDFCBANK.NS,0
2020-04-16,TCS.NS-HDFCBANK.NS,1
2020-04-17,TCS.NS-HDFCBANK.NS,0
2020-04-21,TCS.NS-HDFCBANK.NS,1
2020-04-22,TCS.NS-HDFCBANK.NS,0
2020-04-30,TCS.NS-HDFCBANK.NS,-1
2020-05-01,TCS.NS-HDFCBANK.NS,0
2020-05-18,TCS.NS-HDFCBANK.NS,-1
2020-05-20,TCS.NS-HDFCBANK.NS,0
2020-05-21,TCS.NS-HDFCBANK.NS,-1
2020-05-26,TCS.NS-HDFCBANK.NS,0
2020-07-03,TCS.NS-HDFCBANK.NS,-1
2020-07-08,TCS.NS-HDFCBANK.NS,0
2020-07-15,TCS.NS-HDFCBANK.NS,-1
2020-07-17,TCS.NS-HDFCBANK.NS,0
2020-07-27,TCS.NS-HDFCBANK.NS,-1
2020-09-14,TCS.NS-HDFCBANK.NS,0
2020-09-16,TCS.NS-HDFCBANK.NS,-1
2021-02-24,TCS.NS-HDFCBANK.NS,1
2021-02-25,TCS.NS-HDFCBANK.NS,-1
2021-02-26,TCS.NS-HDFCBANK.NS,1
2021-02-28,TCS.NS-HDFCBANK.NS,0
2021-03-02,TCS.NS-HDFCBANK.NS,-1
2021-04-28,TCS.NS-HDFCBANK.NS,0
2021-06-07,TCS.NS-HDFCBANK.NS,-1
2021-07-12,TCS.NS-HDFCBANK.NS,0
2021-07-14,TCS.NS-HDFCBANK.NS,-1
2021-07-15,TCS.NS-HDFCBANK.NS,0
2021-07-20,TCS.NS-HDFCBANK.NS,-1
2021-07-27,TCS.NS-HDFCBANK.NS,0
2021-07-28,TCS.NS-HDFCBANK.NS,-1
2021-07-30,TCS.NS-HDFCBANK.NS,0
2021-08-02,TCS.NS-HDFCBANK.NS,-1
2021-08-17,TCS.NS-HDFCBANK.NS,0
2021-08-19,TCS.NS-HDFCBANK.NS,-1
2021-10-14,TCS.NS-HDFCBANK.NS,0
2021-10-18,TCS.NS-HDFCBANK.NS,-1
2021-10-19,TCS.NS-HDFCBANK.NS,0
2021-10-21,TCS.NS-HDFCBANK.NS,1
2021-10-27,TCS.NS-HDFCBANK.NS,0
2021-10-28,TCS.NS-HDFCBANK.NS,1
2021-10-30,TCS.NS-HDFCBANK.NS,0
2021-12-23,TCS.NS-HDFCBANK.NS,-1
2021-12-25,TCS.NS-HDFCBANK.NS,0
2021-12-27,TCS.NS-HDFCBANK.NS,-1
2022-01-27,TCS.NS-HDFCBANK.NS,0
2022-01-31,TCS.NS-HDFCBANK.NS,-1
2022-02-11,TCS.NS-HDFCBANK.NS,0
2022-02-14,TCS.NS-HDFCBANK.NS,-1
2022-02-21,TCS.NS-HDFCBANK.NS,0
2022-02-22,TCS.NS-HDFCBANK.NS,1
2022-02-24,TCS.NS-HDFCBANK.NS,0
2022-02-25,TCS.NS-HDFCBANK.NS,1
2022-02-28,TCS.NS-HDFCBANK.NS,0
2022-05-04,TCS.NS-HDFCBANK.NS,1
2022-05-05,TCS.NS-HDFCBANK.NS,0
2022-05-06,TCS.NS-HDFCBANK.NS,1
2022-05-09,TCS.NS-HDFCBANK.NS,0
2022-05-10,TCS.NS-HDFCBANK.NS,1
2022-05-13,TCS.NS-HDFCBANK.NS,0
2022-05-16,TCS.NS-HDFCBANK.NS,1
2022-05-17,TCS.NS-HDFCBANK.NS,0
2022-05-19,TCS.NS-HDFCBANK.NS,1
2022-05-23,TCS.NS-HDFCBANK.NS,0
2022-05-24,TCS.NS-HDFCBANK.NS,1
2022-05-30,TCS.NS-HDFCBANK.NS,0
2022-06-13,TCS.NS-HDFCBANK.NS,1
2022-06-23,TCS.NS-HDFCBANK.NS,0
2022-06-30,TCS.NS-HDFCBANK.NS,1
2022-07-01,TCS.NS-HDFCBANK.NS,0
2022-07-04,TCS.NS-HDFCBANK.NS,1
2022-07-28,TCS.NS-HDFCBANK.NS,0
2022-08-23,TCS.NS-HDFCBANK.NS,1
2022-11-01,TCS.NS-HDFCBANK.NS,0
2022-12-01,TCS.NS-HDFCBANK.NS,-1
2022-12-04,TCS.NS-HDFCBANK.NS,0
2023-02-02,TCS.NS-HDFCBANK.NS,-1
2023-02-06,TCS.NS-HDFCBANK.NS,0
2023-02-07,TCS.NS-HDFCBANK.NS,-1
2023-02-21,TCS.NS-HDFCBANK.NS,0
2023-03-14,TCS.NS-HDFCBANK.NS,1
2023-03-26,TCS.NS-HDFCBANK.NS,0
2023-05-24,TCS.NS-HDFCBANK.NS,-1
2023-05-25,TCS.NS-HDFCBANK.NS,0
2023-05-26,TCS.NS-HDFCBANK.NS,-1
2023-05-29,TCS.NS-HDFCBANK.NS,0
2023-07-17,TCS.NS-HDFCBANK.NS,-1
2023-07-21,TCS.NS-HDFCBANK.NS,0
2023-07-31,TCS.NS-HDFCBANK.NS,-1
2023-08-18,TCS.NS-HDFCBANK.NS,0
2023-08-21,TCS.NS-HDFCBANK.NS,-1
2023-08-22,TCS.NS-HDFCBANK.NS,0
2023-08-23,TCS.NS-HDFCBANK.NS,-1
2023-08-24,TCS.NS-HDFCBANK.NS,0
2023-08-25,TCS.NS-HDFCBANK.NS,-1
2023-08-28,TCS.NS-HDFCBANK.NS,0
2023-08-30,TCS.NS-HDFCBANK.NS,-1
2023-08-31,TCS.NS-HDFCBANK.NS,0
2023-09-04,TCS.NS-HDFCBANK.NS,-1
2023-09-12,TCS.NS-HDFCBANK.NS,0
2023-09-13,TCS.NS-HDFCBANK.NS,-1
2023-10-23,TCS.NS-HDFCBANK.NS,0
2023-11-15,TCS.NS-HDFCBANK.NS,-1
2023-12-15,TCS.NS-HDFCBANK.NS,0
2023-12-18,TCS.NS-HDFCBANK.NS,-1
2024-03-27,TCS.NS-HDFCBANK.NS,0
2024-03-28,TCS.NS-HDFCBANK.NS,-1
2024-04-16,TCS.NS-HDFCBANK.NS,0
2024-05-30,TCS.NS-HDFCBANK.NS,1
2024-05-31,TCS.NS-HDFCBANK.NS,0
2024-06-01,TCS.NS-HDFCBANK.NS,1
2024-06-04,TCS.NS-HDFCBANK.NS,0
2024-07-14,TCS.NS-HDFCBANK.NS,-1
2024-07-18,TCS.NS-HDFCBANK.NS,0
2024-07-19,TCS.NS-HDFCBANK.NS,-1
2024-08-05,TCS.NS-HDFCBANK.NS,0
2024-08-06,TCS.NS-HDFCBANK.NS,-1
2024-08-08,TCS.NS-HDFCBANK.NS,0
2024-08-09,TCS.NS-HDFCBANK.NS,-1
2024-08-12,TCS.NS-HDFCBANK.NS,0
2024-08-13,TCS.NS-HDFCBANK.NS,-1
2024-09-18,TCS.NS-HDFCBANK.NS,0
2024-10-22,TCS.NS-HDFCBANK.NS,1
2024-10-23,TCS.NS-HDFCBANK.NS,0
2024-12-05,TCS.NS-HDFCBANK.NS,-1
2024-12-10,TCS.NS-HDFCBANK.NS,0
2025-02-12,TCS.NS-HDFCBANK.NS,1
2025-02-19,TCS.NS-HDFCBANK.NS,0
