Date,pnl_net
2025-12-08,-159.8989530886634
2025-12-09,62.032925628066266
2025-12-10,-762.3336232967671
2025-12-11,-506.0712242079979
2025-12-12,-429.6571477922595
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,-166.88152394016774
2025-12-16,853.6727353410733
2025-12-17,-1993.082422013137
2025-12-18,-218.02619610927553
2025-12-19,-717.9671568529068
2025-12-20,0.0
2025-12-21,-28.1342
2025-12-22,-950.0797795976254
2025-12-23,3000.153266787081
2025-12-24,273.51463154295243
2025-12-25,-56.2684
2025-12-26,-354.90535719554987
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,189.38100762345763
2025-12-30,-306.8237240647857
2025-12-31,-1468.1065399054203
2026-01-01,-4516.508277223701
2026-01-02,-1925.070053730574
2026-01-03,-28.1342
2026-01-04,0.0
2026-01-05,562.9880312132442
2026-01-06,1252.1271990320322
2026-01-07,-326.3958040174744
2026-01-08,715.5766312822358
2026-01-09,-1264.1903727526635
2026-01-10,-84.4026
2026-01-11,-28.1342
2026-01-12,-936.4576385599897
2026-01-13,-2688.8285114204823
2026-01-14,827.4107380631639
2026-01-15,-56.2684
2026-01-16,-3146.8195616360745
2026-01-17,-112.5368
2026-01-18,0.0
2026-01-19,634.621869818044
2026-01-20,-458.20470334771505
2026-01-21,947.9873158309395
2026-01-22,-2213.4429839026966
2026-01-23,-412.9312260004075
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,-2291.8443546380745
2026-01-28,1294.8717927081727
2026-01-29,277.6134752287927
2026-01-30,431.3112175101365
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,4621.55882842874
2026-02-03,-1234.4788568364238
2026-02-04,3734.2858430403317
2026-02-05,-1151.349069301033
2026-02-06,728.4895848622972
2026-02-07,0.0
2026-02-08,-56.2684
2026-02-09,-9433.55356789957
2026-02-10,831.4950415556948
2026-02-11,-5955.69393931434
2026-02-12,-9095.033483068559
2026-02-13,-1692.543850932687
