Date,AUBANK.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,CANBK.NS,FEDERALBNK.NS,HDFCBANK.NS,ICICIBANK.NS,IDFCFIRSTB.NS,INDUSINDBK.NS,KOTAKBANK.NS,PNB.NS,SBIN.NS,UNIONBANK.NS
2024-09-10,717.3153686523438,1186.1861572265625,200.0399932861328,227.84771728515625,100.02611541748047,185.3699951171875,1632.3919677734375,1237.300048828125,72.35317993164062,1435.550048828125,1789.5367431640625,106.50385284423828,767.2440795898438,117.20948791503906
2024-09-11,721.3604125976562,1185.087158203125,195.69000244140625,225.04434204101562,98.23045349121094,183.17999267578125,1626.01220703125,1236.3499755859375,71.28666687011719,1421.199951171875,1787.189453125,104.433837890625,753.4706420898438,113.70809936523438
2024-09-12,719.612548828125,1202.3223876953125,196.97999572753906,229.2010955810547,100.3929672241211,183.5800018310547,1648.465087890625,1252.1500244140625,72.5325927734375,1443.3499755859375,1825.345458984375,105.65835571289062,772.24365234375,114.33679962158203
2024-09-13,722.0095825195312,1216.410400390625,207.10000610351562,231.47279357910156,102.70995330810547,186.52000427246094,1647.8221435546875,1250.3499755859375,73.18047332763672,1464.050048828125,1818.253662109375,107.9810562133789,775.2826538085938,116.2519302368164
2024-09-16,718.064453125,1229.9989013671875,205.27999877929688,231.1827850341797,102.99958038330078,184.69000244140625,1652.7677001953125,1262.8499755859375,73.49942779541016,1470.199951171875,1829.1910400390625,107.68949890136719,770.0869750976562,119.1729736328125
2024-09-17,718.5638427734375,1231.0478515625,207.67999267578125,231.52113342285156,101.88935852050781,184.3300018310547,1650.6412353515625,1268.0999755859375,73.04093170166016,1466.3499755859375,1844.5234375,104.98778533935547,767.4891967773438,120.06282806396484
2024-09-18,723.35791015625,1239.3907470703125,213.1300048828125,229.97442626953125,101.8024673461914,185.91000366210938,1676.3582763671875,1288.3499755859375,72.55252838134766,1480.25,1837.581298828125,105.68751525878906,777.145263671875,118.9601821899414
2024-09-19,751.5731201171875,1241.6387939453125,211.35000610351562,227.99273681640625,101.08806610107422,186.1999969482422,1689.9091796875,1292.0,73.57917022705078,1484.75,1869.794189453125,104.22975158691406,774.400390625,118.60231018066406
2024-09-20,730.3992309570312,1243.9368896484375,210.0399932861328,227.65438842773438,101.32942199707031,185.0399932861328,1722.2532958984375,1338.449951171875,72.59239959716797,1480.199951171875,1902.3067626953125,105.35709381103516,766.3128051757812,119.3857650756836
2024-09-23,734.84375,1245.7353515625,212.82000732421875,236.35455322265625,105.51930236816406,187.64999389648438,1740.6510009765625,1321.9000244140625,73.77851104736328,1465.0999755859375,1932.471923828125,108.36978912353516,786.0661010742188,123.1966781616211
2024-09-24,735.293212890625,1238.4915771484375,207.8699951171875,235.4845428466797,105.5096435546875,190.7100067138672,1748.811279296875,1318.5999755859375,73.43962860107422,1448.300048828125,1912.4949951171875,104.79341888427734,782.5369873046875,123.12896728515625
2024-09-25,730.4991455078125,1267.01708984375,204.72000122070312,235.0978546142578,104.65042877197266,192.75,1759.740966796875,1323.8499755859375,72.78177642822266,1439.5,1895.7642822265625,102.09171295166016,777.4883422851562,122.83879852294922
2024-09-26,735.0435180664062,1276.009521484375,205.32000732421875,236.98289489746094,106.35920715332031,192.57000732421875,1764.0435791015625,1329.050048828125,73.78848266601562,1452.699951171875,1900.109375,104.26863098144531,786.0661010742188,122.80010223388672
2024-09-27,730.199462890625,1272.0628662109375,203.22000122070312,241.28465270996094,109.18785858154297,193.7100067138672,1733.578857421875,1306.5999755859375,73.94796752929688,1462.699951171875,1870.2935791015625,106.14427947998047,786.8504028320312,119.46315002441406
2024-09-30,739.2882690429688,1231.1478271484375,198.74000549316406,239.54461669921875,107.47908020019531,196.72999572753906,1713.2030029296875,1273.0,74.10743713378906,1447.5999755859375,1851.81494140625,104.19087982177734,772.3907470703125,118.74739074707031
2024-10-01,731.7975463867188,1225.6025390625,195.27999877929688,240.61764526367188,106.66813659667969,197.1199951171875,1707.41650390625,1274.4000244140625,73.20040893554688,1409.699951171875,1877.2357177734375,102.24720001220703,781.2625732421875,117.8672103881836
2024-10-03,730.7987670898438,1174.696044921875,189.00999450683594,236.89588928222656,104.22564697265625,193.8000030517578,1663.697509765625,1256.3499755859375,71.74517822265625,1387.75,1820.700927734375,102.10142517089844,778.4686889648438,115.08158111572266
2024-10-04,718.064453125,1177.393798828125,186.86000061035156,242.24166870117188,103.89741516113281,193.6699981689453,1639.612548828125,1239.75,71.59566497802734,1382.8499755859375,1806.916748046875,102.86917877197266,780.968505859375,114.96550750732422
2024-10-07,732.09716796875,1144.7216796875,184.33999633789062,234.5855255126953,99.91026306152344,184.1999969482422,1600.1961669921875,1233.9000244140625,71.98439025878906,1350.8499755859375,1788.1883544921875,99.19562530517578,755.4802856445312,110.30343627929688
2024-10-08,726.4541015625,1152.3153076171875,187.66000366210938,239.00328063964844,101.31976318359375,187.75999450683594,1633.0843505859375,1236.5999755859375,72.89141845703125,1359.550048828125,1801.3232421875,99.60379791259766,766.0676879882812,110.806396484375
2024-10-09,704.4312744140625,1169.15087890625,188.85000610351562,238.11392211914062,100.7887954711914,185.83999633789062,1615.379150390625,1244.1500244140625,72.1538314819336,1341.550048828125,1798.7261962890625,101.16845703125,781.7037353515625,111.03853607177734
2024-10-10,699.087890625,1183.23876953125,187.6999969482422,237.85292053222656,100.52812957763672,185.67999267578125,1644.310791015625,1243.5,72.9013900756836,1356.4000244140625,1873.939453125,100.77000427246094,781.4096069335938,110.27442169189453
2024-10-11,689.5496215820312,1171.4488525390625,210.25999450683594,234.34384155273438,100.4605484008789,187.5500030517578,1633.034912109375,1223.0,72.13390350341797,1347.5999755859375,1880.232177734375,101.95565032958984,784.0074462890625,110.38081359863281
2024-10-14,700.1365356445312,1163.355712890625,200.05999755859375,236.40289306640625,100.87567901611328,196.74000549316406,1669.731201171875,1231.75,72.70204162597656,1370.449951171875,1908.5994873046875,102.0528335571289,789.3012084960938,110.3131103515625
2024-10-15,694.9429321289062,1152.86474609375,194.35000610351562,235.6875457763672,100.81775665283203,198.6199951171875,1665.774658203125,1255.5,72.50269317626953,1360.9000244140625,1893.0174560546875,102.023681640625,788.81103515625,109.48128509521484
2024-10-16,695.5921630859375,1152.2152099609375,192.74000549316406,236.01620483398438,100.75983428955078,194.39999389648438,1681.303955078125,1243.1500244140625,71.98439025878906,1346.300048828125,1874.1890869140625,102.09171295166016,789.5952758789062,108.29158782958984
2024-10-17,686.1038818359375,1130.883544921875,190.19000244140625,233.89918518066406,98.95451354980469,193.61000061035156,1654.94384765625,1231.25,71.50595092773438,1347.3499755859375,1861.9033203125,99.57464599609375,795.0850219726562,107.87567138671875
2024-10-18,682.8079223632812,1195.8280029296875,191.9600067138672,239.70895385742188,101.04944610595703,195.3000030517578,1663.5491943359375,1264.5,71.33650970458984,1347.25,1868.895263671875,100.36183166503906,804.2510375976562,108.5430679321289
2024-10-21,664.0310668945312,1189.28369140625,184.88999938964844,237.58224487304688,99.30206298828125,193.38999938964844,1709.8892822265625,1259.050048828125,70.17032623291016,1308.25,1787.1395263671875,99.40943145751953,797.927978515625,108.00141906738281
2024-10-22,637.7135620117188,1174.7459716796875,173.8000030517578,225.8660125732422,93.44202423095703,189.33999633789062,1695.8934326171875,1267.5,68.09711456298828,1274.3499755859375,1761.1195068359375,92.27613067626953,774.841552734375,105.66070556640625
2024-10-23,651.246826171875,1159.4091796875,182.2899932861328,230.03244018554688,94.3108901977539,188.72000122070312,1716.9122314453125,1251.5999755859375,66.36279296875,1274.300048828125,1765.76416015625,93.95741271972656,770.5281372070312,105.76710510253906
2024-10-24,644.854736328125,1166.3531494140625,180.66000366210938,236.61557006835938,94.79359436035156,188.86000061035156,1730.6114501953125,1252.75,67.82799530029297,1280.050048828125,1760.1705322265625,95.9691162109375,778.9097900390625,106.6569595336914
2024-10-25,603.7554321289062,1188.3343505859375,168.2100067138672,231.54046630859375,90.980224609375,186.24000549316406,1724.429443359375,1255.449951171875,65.28631591796875,1041.5999755859375,1766.81298828125,93.02445220947266,765.5775756835938,104.69347381591797
2024-10-28,619.236328125,1170.599609375,184.80999755859375,241.593994140625,97.20712280273438,184.99000549316406,1715.3294677734375,1292.8499755859375,66.91099548339844,1054.800048828125,1747.8348388671875,95.86222076416016,776.4590454101562,109.1717758178711
2024-10-29,620.7344970703125,1185.8365478515625,179.1300048828125,246.07940673828125,100.17092895507812,200.6999969482422,1732.7874755859375,1331.8499755859375,67.37946319580078,1038.1500244140625,1758.1728515625,98.4764633178711,816.3088989257812,112.13150787353516
2024-10-30,608.6494140625,1169.400634765625,177.5500030517578,243.10202026367188,99.7847671508789,203.24000549316406,1715.7252197265625,1312.1500244140625,68.56558227539062,1056.4000244140625,1732.6024169921875,97.1450424194336,806.2606201171875,112.85693359375
2024-10-31,611.6956176757812,1158.5599365234375,182.2100067138672,242.59934997558594,99.09932708740234,203.91000366210938,1716.8131103515625,1292.25,65.71491241455078,1055.5999755859375,1729.1064453125,95.14305877685547,804.054931640625,113.33087921142578
2024-11-01,616.5895385742188,1168.5513916015625,183.64999389648438,245.24806213378906,100.36400604248047,204.1699981689453,1718.3958740234375,1291.800048828125,66.9309310913086,1062.5,1742.39111328125,98.13632202148438,805.0352783203125,113.98859405517578
2024-11-04,624.6796264648438,1138.2772216796875,180.17999267578125,244.2330322265625,98.38492584228516,204.2899932861328,1695.4482421875,1277.199951171875,65.615234375,1063.800048828125,1727.3583984375,100.73113250732422,813.5149536132812,112.17019653320312
2024-11-05,613.0439453125,1170.699462890625,181.27000427246094,249.30813598632812,100.08403778076172,204.27000427246094,1738.72216796875,1296.699951171875,66.09366607666016,1090.0999755859375,1755.12646484375,101.76128387451172,832.4840698242188,113.53399658203125
2024-11-06,609.0488891601562,1165.50390625,183.22999572753906,253.80320739746094,101.60939025878906,204.74000549316406,1736.1505126953125,1302.3499755859375,66.6717758178711,1077.6500244140625,1760.570068359375,103.96736145019531,837.9738159179688,116.85160827636719
2024-11-07,601.55810546875,1158.9095458984375,181.39999389648438,253.99656677246094,101.43561553955078,206.00999450683594,1727.545166015625,1278.699951171875,66.302978515625,1056.800048828125,1744.8883056640625,103.7049560546875,842.6793212890625,116.13585662841797
2024-11-08,579.934814453125,1159.9586181640625,177.67999267578125,248.05145263671875,100.10335540771484,206.77000427246094,1735.359130859375,1258.8499755859375,65.41588592529297,1053.800048828125,1743.78955078125,101.83902740478516,826.55322265625,113.6694107055664
2024-11-11,575.3404541015625,1170.0001220703125,175.13999938964844,249.74314880371094,100.29643249511719,207.72999572753906,1747.080322265625,1269.300048828125,66.34284973144531,1060.800048828125,1741.9915771484375,102.17916870117188,830.964599609375,115.24600219726562
2024-11-12,578.5364990234375,1157.1611328125,172.58999633789062,244.2813720703125,97.98910522460938,207.27000427246094,1699.5035400390625,1270.5999755859375,66.02389526367188,1059.550048828125,1719.4176025390625,100.80888366699219,810.427001953125,115.10092163085938
2024-11-13,560.1092529296875,1138.1773681640625,165.10000610351562,235.1945343017578,94.92875671386719,199.3800048828125,1663.0545654296875,1253.699951171875,63.412445068359375,1036.699951171875,1685.90625,97.7281494140625,792.7322998046875,111.870361328125
2024-11-14,573.193115234375,1139.7259521484375,167.25999450683594,233.45449829101562,94.11780548095703,196.97999572753906,1674.33056640625,1256.949951171875,63.20313262939453,1017.1500244140625,1705.9332275390625,96.68827819824219,788.4188842773438,110.16802215576172
2024-11-18,578.2868041992188,1125.23828125,165.69000244140625,233.35781860351562,94.78394317626953,200.25,1686.546142578125,1253.449951171875,65.31621551513672,1004.5999755859375,1720.7659912109375,97.69898986816406,798.2710571289062,111.40608215332031
2024-11-19,590.2720336914062,1132.981689453125,167.61000061035156,229.29774475097656,94.4267349243164,206.64999389648438,1723.2919921875,1249.0999755859375,64.40918731689453,1000.2000122070312,1725.76025390625,98.01969909667969,787.1934814453125,112.21855926513672
2024-11-21,593.1685180664062,1138.1773681640625,165.86000061035156,220.88758850097656,91.19261932373047,210.8800048828125,1722.2532958984375,1250.550048828125,62.73466491699219,981.4500122070312,1735.0994873046875,93.65614318847656,765.3814697265625,111.44477081298828
2024-11-22,594.9662475585938,1141.424560546875,169.92999267578125,228.13772583007812,93.65441131591797,209.3699951171875,1726.60546875,1278.050048828125,63.94071960449219,998.2000122070312,1759.42138671875,97.00898742675781,799.9866333007812,111.27066802978516
2024-11-25,595.5654907226562,1154.9129638671875,171.13999938964844,238.86793518066406,97.48709106445312,212.8800048828125,1766.170166015625,1300.949951171875,64.4390869140625,1003.5,1788.687744140625,101.17817687988281,827.8275756835938,115.86503601074219
2024-11-26,590.8712768554688,1143.822509765625,170.35000610351562,239.25460815429688,98.26907348632812,213.63999938964844,1766.120849609375,1304.949951171875,64.927490234375,1009.5999755859375,1781.5458984375,102.15001678466797,822.8770141601562,117.42228698730469
2024-11-27,589.073486328125,1148.6683349609375,171.32000732421875,238.23959350585938,98.04702758789062,212.8800048828125,1792.5797119140625,1300.699951171875,63.94071960449219,1001.9500122070312,1781.1463623046875,101.4405746459961,817.6812744140625,118.8537826538086
2024-11-28,585.0784301757812,1131.532958984375,170.9600067138672,240.7046356201172,99.3406753540039,211.0500030517578,1773.6380615234375,1286.3499755859375,64.05036163330078,993.5999755859375,1757.174072265625,103.29679107666016,822.3377685546875,117.7027816772461
2024-11-29,582.6314697265625,1135.3297119140625,169.0800018310547,238.19125366210938,98.48146057128906,210.77999877929688,1776.506591796875,1300.0999755859375,63.870948791503906,995.8499755859375,1763.217041015625,101.94593048095703,822.4358520507812,117.63507843017578
2024-12-02,580.8836059570312,1136.1290283203125,170.7899932861328,238.200927734375,98.19184112548828,209.0800018310547,1785.0623779296875,1304.6500244140625,64.179931640625,990.9500122070312,1751.9300537109375,102.0431137084961,819.93603515625,115.8070068359375
