Date,equity_gross
2023-03-10,151938.92677794682
2023-03-11,151938.92677794682
2023-03-12,151938.92677794682
2023-03-13,151020.67506014055
2023-03-14,152351.2515554219
2023-03-15,153287.79618226094
2023-03-16,152668.02502749418
2023-03-17,150294.34935261367
2023-03-18,150294.34935261367
2023-03-19,150294.34935261367
2023-03-20,148546.30467809626
2023-03-21,148277.61625710299
2023-03-22,149238.87790119305
2023-03-23,147687.81877463253
2023-03-24,148156.90957047066
2023-03-25,148156.90957047066
2023-03-26,148156.90957047066
2023-03-27,150125.3824054999
2023-03-28,150559.81510718254
2023-03-29,150361.9661386296
2023-03-30,150361.9661386296
2023-03-31,155086.6891354621
2023-04-01,155086.6891354621
2023-04-02,155086.6891354621
2023-04-03,153021.82736292414
2023-04-04,153021.82736292414
2023-04-05,150743.3132178929
2023-04-06,149436.88399646475
2023-04-07,149436.88399646475
2023-04-08,149436.88399646475
2023-04-09,149436.88399646475
2023-04-10,149986.7893590695
2023-04-11,146690.14660770746
2023-04-12,148947.01190073125
2023-04-13,147348.0882783442
2023-04-14,147348.0882783442
2023-04-15,147348.0882783442
2023-04-16,147348.0882783442
2023-04-17,142588.14433389704
2023-04-18,141882.79206173588
2023-04-19,138475.39610481783
2023-04-20,135873.7085689062
2023-04-21,137353.51899477906
2023-04-22,137353.51899477906
2023-04-23,137353.51899477906
2023-04-24,135501.86132717872
2023-04-25,134795.120260786
2023-04-26,133524.3818501934
2023-04-27,134332.41895150125
2023-04-28,132316.68837525704
2023-04-29,132316.68837525704
2023-04-30,132316.68837525704
2023-05-01,132316.68837525704
2023-05-02,136427.552467008
2023-05-03,136118.070631065
2023-05-04,136082.31086243893
2023-05-05,136939.22785131546
2023-05-06,136939.22785131546
2023-05-07,136939.22785131546
2023-05-08,137463.17390133336
2023-05-09,139559.64052173277
2023-05-10,138689.979975874
2023-05-11,139622.57734105684
2023-05-12,138222.08088451228
2023-05-13,138222.08088451228
2023-05-14,138222.08088451228
2023-05-15,138679.29790637898
2023-05-16,140185.16341519606
2023-05-17,138352.2189791244
2023-05-18,138826.37580352247
2023-05-19,142279.08346784138
2023-05-20,142279.08346784138
2023-05-21,142279.08346784138
2023-05-22,145648.1940766344
2023-05-23,146063.42433756424
2023-05-24,146598.89464149714
2023-05-25,145741.67701681188
2023-05-26,147806.23000991286
2023-05-27,147806.23000991286
2023-05-28,147806.23000991286
2023-05-29,146957.04494754382
2023-05-30,147390.75695618667
2023-05-31,144680.52757704593
2023-06-01,145265.2685681609
2023-06-02,143738.60982653667
2023-06-03,143738.60982653667
2023-06-04,143738.60982653667
2023-06-05,145585.50733382863
2023-06-06,142721.3295517514
2023-06-07,142823.70495098596
2023-06-08,142413.07857207308
2023-06-09,140000.55420069816
2023-06-10,140000.55420069816
2023-06-11,140000.55420069816
2023-06-12,144444.31683704458
2023-06-13,144190.58466813757
2023-06-14,144350.223337875
2023-06-15,141713.4576285457
2023-06-16,140806.30402502592
2023-06-17,140806.30402502592
2023-06-18,140806.30402502592
2023-06-19,142492.52845503803
2023-06-20,143337.8205276339
2023-06-21,142985.0666300505
2023-06-22,141088.52393805294
2023-06-23,138511.08438554718
2023-06-24,138511.08438554718
2023-06-25,138511.08438554718
2023-06-26,139295.50254123495
2023-06-27,139545.1480487396
2023-06-28,139907.78572588117
2023-06-29,139907.78572588117
2023-06-30,144752.7209107601
2023-07-01,144752.7209107601
2023-07-02,144752.7209107601
2023-07-03,144963.00119262288
2023-07-04,146862.21572881326
2023-07-05,147994.09014084536
2023-07-06,146955.07763426634
2023-07-07,147737.7572644197
2023-07-08,147737.7572644197
2023-07-09,147737.7572644197
2023-07-10,145631.2730653637
2023-07-11,145505.7807827153
2023-07-12,144381.07525771644
2023-07-13,150104.07882191896
2023-07-14,155766.07504704056
2023-07-15,155766.07504704056
2023-07-16,155766.07504704056
2023-07-17,154979.33362818364
2023-07-18,155018.9521449967
2023-07-19,156430.6400970996
2023-07-20,157901.90072629417
2023-07-21,156417.86581943487
2023-07-22,156417.86581943487
2023-07-23,156417.86581943487
2023-07-24,155005.5242324546
2023-07-25,157864.93873458094
2023-07-26,158329.78645791422
2023-07-27,158397.40917280247
2023-07-28,156249.8571289007
2023-07-29,156249.8571289007
2023-07-30,156249.8571289007
2023-07-31,156632.03016092378
2023-08-01,159434.23623428989
2023-08-02,158081.04030844363
2023-08-03,160938.96383538906
2023-08-04,160235.5922346329
2023-08-05,160235.5922346329
2023-08-06,160235.5922346329
2023-08-07,160104.67069196753
2023-08-08,160287.38632463347
2023-08-09,160869.7704939755
2023-08-10,161331.68100280676
2023-08-11,158666.90834641113
2023-08-12,158666.90834641113
2023-08-13,158666.90834641113
2023-08-14,159110.88730762486
2023-08-15,159110.88730762486
2023-08-16,160147.66843044633
2023-08-17,162375.4547927194
2023-08-18,162317.98187847703
2023-08-19,162317.98187847703
2023-08-20,162317.98187847703
2023-08-21,163693.75836276557
2023-08-22,163801.89984288532
2023-08-23,162805.27420505715
2023-08-24,167671.7168908729
2023-08-25,167998.5652877622
2023-08-26,167998.5652877622
2023-08-27,167998.5652877622
2023-08-28,168374.88731800654
2023-08-29,168947.75211371435
2023-08-30,169305.40573575534
2023-08-31,169689.56050503827
2023-09-01,170406.04943040758
2023-09-02,170406.04943040758
2023-09-03,170406.04943040758
2023-09-04,169813.45212271824
2023-09-05,169144.71696038631
2023-09-06,171306.83066240256
2023-09-07,169231.32486132247
2023-09-08,169410.66113370328
2023-09-09,169410.66113370328
2023-09-10,169410.66113370328
2023-09-11,169846.03867130633
2023-09-12,165226.48382807412
2023-09-13,167677.13509175682
2023-09-14,166955.85749066778
2023-09-15,167055.20126523747
2023-09-16,167055.20126523747
2023-09-17,167055.20126523747
2023-09-18,165851.04628321633
2023-09-19,165851.04628321633
2023-09-20,162629.33124481048
2023-09-21,162197.20296328148
