Date,equity_net
2017-01-02,108524.98150175405
2017-01-03,108491.46597842479
2017-01-04,107306.47921033141
2017-01-05,103489.4888676973
2017-01-06,100135.65588967835
2017-01-07,100135.65588967835
2017-01-08,100135.65588967835
2017-01-09,100437.86963868477
2017-01-10,99684.40007690835
2017-01-11,99513.29227559335
2017-01-12,103293.16293699798
2017-01-13,96499.09951775629
2017-01-14,96470.96531775629
2017-01-15,96470.96531775629
2017-01-16,95142.48447074369
2017-01-17,97775.78568840062
2017-01-18,97078.87857323526
2017-01-19,96975.16371343525
2017-01-20,100728.4095492205
2017-01-21,100728.4095492205
2017-01-22,100728.4095492205
2017-01-23,100528.30755074773
2017-01-24,99283.72061981099
2017-01-25,95316.36512064683
2017-01-26,95288.23092064683
2017-01-27,96542.8542828115
2017-01-28,96542.8542828115
2017-01-29,96542.8542828115
2017-01-30,99798.00411330257
2017-01-31,95567.15423029773
2017-02-01,84235.55985390094
2017-02-02,85363.13273242513
2017-02-03,86179.76846471791
2017-02-04,86179.76846471791
2017-02-05,86179.76846471791
2017-02-06,85103.7577251144
2017-02-07,85974.69708367405
2017-02-08,87976.26238281015
2017-02-09,91675.76778909189
2017-02-10,98405.14326363691
2017-02-11,98405.14326363691
2017-02-12,98405.14326363691
2017-02-13,101418.13773937823
2017-02-14,103246.09384889739
2017-02-15,103720.40094826343
2017-02-16,107864.42537425504
2017-02-17,107210.8338905832
2017-02-18,107210.8338905832
2017-02-19,107210.8338905832
2017-02-20,105690.07164343075
2017-02-21,107061.50706914467
2017-02-22,109219.28059464035
2017-02-23,111172.07392842678
2017-02-24,111172.07392842678
2017-02-25,111143.93972842678
2017-02-26,111143.93972842678
2017-02-27,107628.63663412315
2017-02-28,107466.11793663453
2017-03-01,110226.96411211815
2017-03-02,109052.11036931285
2017-03-03,106908.82021190133
2017-03-04,106908.82021190133
2017-03-05,106908.82021190133
2017-03-06,104561.08427490338
2017-03-07,103743.38321678687
2017-03-08,104064.42428177522
2017-03-09,104602.33997442841
2017-03-10,104014.99044557984
2017-03-11,103986.85624557984
2017-03-12,103986.85624557984
2017-03-13,103986.85624557984
2017-03-14,108915.6793424331
2017-03-15,108250.76355928289
2017-03-16,109620.46858526208
2017-03-17,111827.36643986063
2017-03-18,111827.36643986063
2017-03-19,111827.36643986063
2017-03-20,110969.85784167505
2017-03-21,110842.19592626068
2017-03-22,109451.87282012257
2017-03-23,109923.12509794848
2017-03-24,112651.81353896874
2017-03-25,112651.81353896874
2017-03-26,112623.67933896874
2017-03-27,114264.14252943786
2017-03-28,115190.7688720891
2017-03-29,115527.98907221161
2017-03-30,114588.30790645776
2017-03-31,113216.5420741299
2017-04-01,113188.4078741299
2017-04-02,113188.4078741299
2017-04-03,113499.44830483853
2017-04-04,113499.44830483853
2017-04-05,108382.47890993228
2017-04-06,105119.1633917624
2017-04-07,106400.7066899052
2017-04-08,106372.5724899052
2017-04-09,106372.5724899052
2017-04-10,107072.99247165123
2017-04-11,110192.4772734214
2017-04-12,111712.63143526002
2017-04-13,107369.6806352004
2017-04-14,107313.4122352004
2017-04-15,107257.1438352004
2017-04-16,107229.0096352004
2017-04-17,104883.86206847051
2017-04-18,105794.81178931134
2017-04-19,105614.92439327545
2017-04-20,106511.0682636331
2017-04-21,100073.47494663138
2017-04-22,100073.47494663138
2017-04-23,100045.34074663138
2017-04-24,97229.11593708176
2017-04-25,96445.48719338472
2017-04-26,96111.96133240778
2017-04-27,95806.4663222882
2017-04-28,97138.60129722909
2017-04-29,97138.60129722909
2017-04-30,97138.60129722909
2017-05-01,97138.60129722909
2017-05-02,99592.36308013856
2017-05-03,100721.98484922132
2017-05-04,108694.10211540743
2017-05-05,108609.0174535811
2017-05-06,108580.8832535811
2017-05-07,108580.8832535811
2017-05-08,109255.6194893634
2017-05-09,109642.80207670595
2017-05-10,108912.7998106695
2017-05-11,109735.35964390462
2017-05-12,111686.48976570783
2017-05-13,111686.48976570783
2017-05-14,111686.48976570783
2017-05-15,110809.94026898615
2017-05-16,110575.67074380195
2017-05-17,110427.30413320388
2017-05-18,111946.94368282502
2017-05-19,113905.02083061555
2017-05-20,113876.88663061555
2017-05-21,113848.75243061555
2017-05-22,116245.14122846228
2017-05-23,115292.6128635124
2017-05-24,113219.16357773411
2017-05-25,113128.34536566994
2017-05-26,116049.59125088195
2017-05-27,116049.59125088195
2017-05-28,115993.32285088194
2017-05-29,113341.09647134888
2017-05-30,115460.02667625954
2017-05-31,113017.1719245957
2017-06-01,114402.43678878738
2017-06-02,113087.2154967112
2017-06-03,113087.2154967112
2017-06-04,113059.0812967112
2017-06-05,111120.62372951422
2017-06-06,111371.04963412021
2017-06-07,115019.3522944003
2017-06-08,116517.53050192095
2017-06-09,114671.03099909984
2017-06-10,114671.03099909984
2017-06-11,114671.03099909984
2017-06-12,116189.78446651809
2017-06-13,114921.49678205556
2017-06-14,115285.64591456552
2017-06-15,115151.1258717002
2017-06-16,114123.07323020782
2017-06-17,114123.07323020782
2017-06-18,114123.07323020782
2017-06-19,111376.65634281574
2017-06-20,113107.93550367569
2017-06-21,112695.76937637218
2017-06-22,112337.44870978408
2017-06-23,113056.3221819268
2017-06-24,113028.18798192679
2017-06-25,113028.18798192679
2017-06-26,113028.18798192679
2017-06-27,111042.0548466329
2017-06-28,111204.59914109293
2017-06-29,109690.44388245513
2017-06-30,111216.5381970567
2017-07-01,111188.4039970567
2017-07-02,111188.4039970567
2017-07-03,111375.49666770239
2017-07-04,112169.3108848155
2017-07-05,112705.97880162197
2017-07-06,113160.21453593567
2017-07-07,110696.1508491137
2017-07-08,110696.1508491137
2017-07-09,110668.0166491137
2017-07-10,114258.24165035963
2017-07-11,115136.48675137777
2017-07-12,115529.25910838031
2017-07-13,114868.19113229602
2017-07-14,114684.9719993555
2017-07-15,114684.9719993555
2017-07-16,114684.9719993555
2017-07-17,115915.5575462933
2017-07-18,114975.60923974178
2017-07-19,115070.34375676242
2017-07-20,113203.18527328654
2017-07-21,112321.91404603649
2017-07-22,112293.77984603649
2017-07-23,112237.51144603649
2017-07-24,111034.20100589897
2017-07-25,110527.20759430184
2017-07-26,110664.21579972345
2017-07-27,109370.55292416632
2017-07-28,112934.51531864186
2017-07-29,112934.51531864186
2017-07-30,112906.38111864186
2017-07-31,112446.82486671969
2017-08-01,113079.2137465731
2017-08-02,110570.0466291359
2017-08-03,107873.50447955541
2017-08-04,109152.92351256471
2017-08-05,109124.78931256471
2017-08-06,109124.78931256471
2017-08-07,108971.95137948044
2017-08-08,108120.03856199328
2017-08-09,108981.8470462086
2017-08-10,110209.45688256557
2017-08-11,110581.84613737988
2017-08-12,110553.71193737988
2017-08-13,110553.71193737988
2017-08-14,108476.704236038
2017-08-15,108476.704236038
2017-08-16,110404.07031142255
2017-08-17,113634.33723583847
2017-08-18,111723.50440747249
2017-08-19,111695.37020747249
2017-08-20,111695.37020747249
2017-08-21,107105.89638758845
2017-08-22,107738.20293477154
2017-08-23,108030.01319714748
2017-08-24,111765.06972346765
2017-08-25,111765.06972346765
2017-08-26,111765.06972346765
2017-08-27,111765.06972346765
2017-08-28,114224.4502542024
2017-08-29,114467.19454392201
2017-08-30,112191.0265211245
2017-08-31,110136.6527549926
2017-09-01,110773.0791065237
2017-09-02,110773.0791065237
2017-09-03,110773.0791065237
2017-09-04,109976.1020923529
2017-09-05,108490.27169940661
2017-09-06,105426.84787775882
2017-09-07,104713.75587816427
2017-09-08,102638.92848711029
2017-09-09,102638.92848711029
2017-09-10,102638.92848711029
2017-09-11,100645.20529406253
2017-09-12,101177.25655700304
2017-09-13,97464.07844013639
2017-09-14,99240.32997799572
2017-09-15,99388.55219860311
2017-09-16,99388.55219860311
2017-09-17,99388.55219860311
2017-09-18,97645.52487255646
2017-09-19,98364.4817501551
2017-09-20,99479.61481452742
2017-09-21,99070.174510626
2017-09-22,98851.86216029453
2017-09-23,98851.86216029453
2017-09-24,98851.86216029453
2017-09-25,97932.58481413023
2017-09-26,100073.32883389363
2017-09-27,98892.68492596938
2017-09-28,100764.21640968173
2017-09-29,101441.08859973421
2017-09-30,101441.08859973421
2017-10-01,101441.08859973421
2017-10-02,101441.08859973421
2017-10-03,100058.04107201989
2017-10-04,99863.33613331338
2017-10-05,98247.20634283686
2017-10-06,99266.1605973176
2017-10-07,99266.1605973176
2017-10-08,99266.1605973176
2017-10-09,100651.00154428849
2017-10-10,98890.9485602972
2017-10-11,97934.04189627033
2017-10-12,91419.65558128474
2017-10-13,90614.06072085955
2017-10-14,90585.92652085955
2017-10-15,90529.65812085955
2017-10-16,90675.05164638335
2017-10-17,90203.1770676721
2017-10-18,82715.2052923039
2017-10-19,82365.75788515405
2017-10-20,82337.62368515405
2017-10-21,82337.62368515405
2017-10-22,82309.48948515404
2017-10-23,80764.2147124112
2017-10-24,85008.85133545763
2017-10-25,113140.58949919116
2017-10-26,113485.4784480602
2017-10-27,115703.65770737035
2017-10-28,115647.38930737035
2017-10-29,115647.38930737035
2017-10-30,111982.55970266601
2017-10-31,111412.82786912896
2017-11-01,112960.61538069473
2017-11-02,111866.82500036054
2017-11-03,112434.20530045929
2017-11-04,112377.93690045929
2017-11-05,112377.93690045929
2017-11-06,112416.46734208836
2017-11-07,115550.68650292147
2017-11-08,116083.7555961916
2017-11-09,113160.48553567051
2017-11-10,118628.84779911244
2017-11-11,118600.71359911244
2017-11-12,118572.57939911244
2017-11-13,114552.96937885416
2017-11-14,114779.2607384339
2017-11-15,114139.9232944415
2017-11-16,114102.01247453877
2017-11-17,116682.31955594738
2017-11-18,116682.31955594738
2017-11-19,116682.31955594738
2017-11-20,116930.70056789559
2017-11-21,115997.4072492699
2017-11-22,116682.0919160698
2017-11-23,116299.35507016665
2017-11-24,116891.92431554617
2017-11-25,116863.79011554617
2017-11-26,116863.79011554617
2017-11-27,116433.89322305616
2017-11-28,115483.00399355704
2017-11-29,116594.03507317718
2017-11-30,117710.84427205326
2017-12-01,117770.86730792077
2017-12-02,117770.86730792077
2017-12-03,117742.73310792077
2017-12-04,119632.67482028846
2017-12-05,118729.01418195697
2017-12-06,116315.84968409306
2017-12-07,117949.7747021626
2017-12-08,124098.02487897326
2017-12-09,124098.02487897326
2017-12-10,124098.02487897326
2017-12-11,125817.46750088094
2017-12-12,125593.66074584832
2017-12-13,124185.9829513504
2017-12-14,127908.93350693744
2017-12-15,127562.10646442992
2017-12-16,127505.83806442992
2017-12-17,127505.83806442992
2017-12-18,127433.73838931136
2017-12-19,127847.78921328267
2017-12-20,127655.6817611712
2017-12-21,127583.32669725298
2017-12-22,126460.54430821045
2017-12-23,126460.54430821045
2017-12-24,126460.54430821045
2017-12-25,126460.54430821045
2017-12-26,126423.33909910012
2017-12-27,126377.36380834262
2017-12-28,126114.8193030692
2017-12-29,125765.80865410191
2017-12-30,125765.80865410191
2017-12-31,125765.80865410191
2018-01-01,127315.8530277506
2018-01-02,126526.3082592913
2018-01-03,126356.61891369775
2018-01-04,126818.93926873316
2018-01-05,126202.98715382014
2018-01-06,126202.98715382014
2018-01-07,126202.98715382014
2018-01-08,126151.72375489445
2018-01-09,127193.4075831121
2018-01-10,123139.23120373786
2018-01-11,123730.3024289441
2018-01-12,124031.51461937626
2018-01-13,124031.51461937626
2018-01-14,124003.38041937626
2018-01-15,125674.79999735238
2018-01-16,119024.99069245937
2018-01-17,120980.26879157778
2018-01-18,121256.92804832116
2018-01-19,121954.17525815952
2018-01-20,121813.50425815952
2018-01-21,121729.10165815952
2018-01-22,115623.3037556419
2018-01-23,116962.84645913512
2018-01-24,121497.59071936758
2018-01-25,120964.69267423652
2018-01-26,120964.69267423652
2018-01-27,120936.55847423652
2018-01-28,120936.55847423652
2018-01-29,115677.46410163732
2018-01-30,118331.14975081412
2018-01-31,119146.05695737281
2018-02-01,117869.23305000877
2018-02-02,115591.85287767398
2018-02-03,115563.71867767398
2018-02-04,115563.71867767398
2018-02-05,118895.29595637678
2018-02-06,121340.360416067
2018-02-07,123567.84884661013
2018-02-08,124767.95271700082
2018-02-09,123633.64881140212
2018-02-10,123633.64881140212
2018-02-11,123577.38041140212
2018-02-12,123107.80283522105
2018-02-13,123107.80283522105
2018-02-14,121929.6318931369
2018-02-15,122375.78757741873
2018-02-16,120098.76886203658
2018-02-17,120098.76886203658
2018-02-18,120098.76886203658
2018-02-19,118109.55585403217
2018-02-20,117816.86891834409
2018-02-21,116127.12034498485
2018-02-22,114639.10937193486
2018-02-23,115900.30274841377
2018-02-24,115900.30274841377
2018-02-25,115900.30274841377
2018-02-26,116873.8530315751
2018-02-27,113307.25992088154
2018-02-28,111899.82253119771
2018-03-01,109067.47479567592
2018-03-02,109039.34059567592
2018-03-03,109039.34059567592
2018-03-04,109011.20639567592
2018-03-05,107172.64733664478
2018-03-06,105457.67768238844
2018-03-07,102727.21561383376
2018-03-08,110146.75076902754
2018-03-09,106366.91349008976
2018-03-10,106366.91349008976
2018-03-11,106366.91349008976
2018-03-12,107787.95756561197
2018-03-13,115294.4445850893
2018-03-14,116603.07244349546
2018-03-15,115155.37391038999
2018-03-16,115214.16628191392
2018-03-17,115214.16628191392
2018-03-18,115214.16628191392
2018-03-19,116500.36379564965
2018-03-20,115492.55758106653
2018-03-21,114218.03841232488
2018-03-22,111524.01505891116
2018-03-23,108093.38161053183
2018-03-24,108008.97901053184
2018-03-25,108008.97901053184
2018-03-26,113772.52869135652
2018-03-27,116321.56213233173
2018-03-28,115733.7202995164
2018-03-29,115733.7202995164
2018-03-30,115733.7202995164
2018-03-31,115733.7202995164
2018-04-01,115705.5860995164
2018-04-02,108008.3163263881
2018-04-03,111768.05036113097
2018-04-04,112569.61976613311
2018-04-05,115954.21698469526
2018-04-06,118174.28103156516
2018-04-07,118146.14683156516
2018-04-08,118146.14683156516
2018-04-09,120273.93476509607
2018-04-10,123845.228668814
2018-04-11,117743.61375473542
2018-04-12,110409.14233852978
2018-04-13,108481.47237344785
2018-04-14,108481.47237344785
2018-04-15,108481.47237344785
2018-04-16,109015.2613220872
2018-04-17,111316.13732398719
2018-04-18,112917.04390417243
2018-04-19,111179.98505205219
2018-04-20,98322.49748274847
2018-04-21,98238.09488274847
2018-04-22,98125.55808274847
2018-04-23,97237.24985329615
2018-04-24,100789.64735136475
2018-04-25,94873.82833402061
2018-04-26,90435.82362302302
2018-04-27,98954.02642227607
2018-04-28,98925.89222227607
2018-04-29,98925.89222227607
2018-04-30,98909.88860054866
2018-05-01,98909.88860054866
2018-05-02,96309.92731174655
2018-05-03,100015.6002175344
2018-05-04,100340.77542086784
2018-05-05,100340.77542086784
2018-05-06,100340.77542086784
2018-05-07,106249.6662790568
2018-05-08,112245.79618824732
2018-05-09,109216.87808059892
2018-05-10,110491.02916893704
2018-05-11,111695.61075479559
2018-05-12,111695.61075479559
2018-05-13,111695.61075479559
2018-05-14,113754.87752208993
2018-05-15,108550.64576007143
2018-05-16,104696.49876681797
2018-05-17,103699.37660369668
2018-05-18,100517.75705878298
2018-05-19,100517.75705878298
2018-05-20,100517.75705878298
2018-05-21,102754.28282084459
2018-05-22,107667.29605579843
2018-05-23,110658.31586768468
2018-05-24,107058.53341217522
2018-05-25,107245.01256734174
2018-05-26,107245.01256734174
2018-05-27,107245.01256734174
2018-05-28,112797.8088761149
2018-05-29,108050.70156602855
2018-05-30,107414.60688054407
2018-05-31,104358.55713392948
2018-06-01,105526.5222337745
2018-06-02,105498.3880337745
2018-06-03,105470.2538337745
2018-06-04,104554.59043868935
2018-06-05,106202.09498826391
2018-06-06,107990.57745446912
2018-06-07,109072.10992636511
2018-06-08,107452.42538576161
2018-06-09,107452.42538576161
2018-06-10,107452.42538576161
2018-06-11,107382.54642354012
2018-06-12,108469.5531037939
2018-06-13,105478.75565297765
2018-06-14,105399.96060585087
2018-06-15,96486.22703564705
2018-06-16,96429.95863564705
2018-06-17,96429.95863564705
2018-06-18,100907.25937370646
2018-06-19,102342.83526830621
2018-06-20,101212.42070586383
2018-06-21,99989.69096563541
2018-06-22,104016.81132300466
2018-06-23,104016.81132300466
2018-06-24,104016.81132300466
2018-06-25,96829.97777078181
2018-06-26,94737.2189862906
2018-06-27,89920.32071775057
2018-06-28,84318.50098690802
2018-06-29,86816.25615311964
2018-06-30,86816.25615311964
2018-07-01,86788.12195311964
2018-07-02,85535.89101236046
2018-07-03,81380.62261125307
2018-07-04,81920.5655844505
2018-07-05,85133.88388896966
2018-07-06,83190.19146863621
2018-07-07,83162.05726863621
2018-07-08,83162.05726863621
2018-07-09,86521.98418377862
2018-07-10,88138.11426373073
2018-07-11,76279.79314007783
2018-07-12,80116.15700018236
2018-07-13,74380.34745321875
2018-07-14,74352.21325321875
2018-07-15,74324.07905321875
2018-07-16,68687.41259944782
2018-07-17,73039.35674571992
2018-07-18,71985.61537043778
2018-07-19,73227.51213159996
2018-07-20,72322.49655585655
2018-07-21,72294.36235585655
2018-07-22,72294.36235585655
2018-07-23,78971.32295724264
2018-07-24,78838.96976689431
2018-07-25,81385.3774853543
2018-07-26,92783.42520918632
2018-07-27,99427.96778707253
2018-07-28,99427.96778707253
2018-07-29,99427.96778707253
2018-07-30,107357.86652633578
2018-07-31,102446.65153273559
2018-08-01,99692.12543868113
2018-08-02,101910.61848351653
2018-08-03,103236.83140890213
2018-08-04,103236.83140890213
2018-08-05,103236.83140890213
2018-08-06,107515.50777265991
2018-08-07,107209.39991477165
2018-08-08,107410.95224511443
2018-08-09,110918.5570834029
2018-08-10,109593.5648720467
2018-08-11,109593.5648720467
2018-08-12,109593.5648720467
2018-08-13,105799.76984310575
2018-08-14,105692.7394432264
2018-08-15,105636.4710432264
2018-08-16,103946.4253118125
2018-08-17,107320.86323263605
2018-08-18,107320.86323263605
2018-08-19,107320.86323263605
2018-08-20,110013.09801180742
2018-08-21,108832.02039807427
2018-08-22,108832.02039807427
2018-08-23,104324.34698961572
2018-08-24,102283.67752149596
2018-08-25,102283.67752149596
2018-08-26,102283.67752149596
2018-08-27,104004.95526395061
2018-08-28,100621.77683949257
2018-08-29,103263.00103215348
2018-08-30,104749.7405189002
2018-08-31,105216.67455491822
2018-09-01,105216.67455491822
2018-09-02,105216.67455491822
2018-09-03,104624.20627508614
2018-09-04,95281.7313517412
2018-09-05,97643.11481572503
2018-09-06,96505.31308758461
2018-09-07,95235.21805551709
2018-09-08,95235.21805551709
2018-09-09,95235.21805551709
2018-09-10,93403.05016171499
2018-09-11,91330.32248783793
2018-09-12,92229.1252802347
2018-09-13,92229.1252802347
2018-09-14,94417.35835586554
2018-09-15,94417.35835586554
2018-09-16,94417.35835586554
2018-09-17,92147.16897981134
2018-09-18,89787.70527588323
2018-09-19,88014.75697296791
2018-09-20,88014.75697296791
2018-09-21,87433.4709997495
2018-09-22,87433.4709997495
2018-09-23,87433.4709997495
2018-09-24,74434.38868094995
2018-09-25,76091.0268627232
2018-09-26,74446.70580664971
2018-09-27,71116.26265629359
2018-09-28,72107.71849531014
2018-09-29,72107.71849531014
2018-09-30,72079.58429531014
2018-10-01,73181.47396600874
2018-10-02,73125.20556600874
2018-10-03,77387.2399112494
2018-10-04,87219.420837637
2018-10-05,74946.40697843567
2018-10-06,74946.40697843567
2018-10-07,74890.13857843567
2018-10-08,81816.98915347438
2018-10-09,78547.83105926412
2018-10-10,88520.99043371274
2018-10-11,90814.190248215
2018-10-12,97903.4530701446
2018-10-13,97903.4530701446
2018-10-14,97875.3188701446
2018-10-15,96796.48444171794
2018-10-16,98804.46228496448
2018-10-17,98355.83488888477
2018-10-18,98355.83488888477
2018-10-19,104034.25015474389
2018-10-20,104034.25015474389
2018-10-21,103977.98175474389
2018-10-22,104023.1438024594
2018-10-23,105034.61314179352
2018-10-24,104000.30909755499
2018-10-25,104570.22154347584
2018-10-26,106084.15812423572
2018-10-27,106084.15812423572
2018-10-28,106027.88972423572
2018-10-29,105364.94442359306
2018-10-30,105965.4221608239
2018-10-31,104298.27433267685
2018-11-01,104691.36277502174
2018-11-02,106411.6899302591
2018-11-03,106355.4215302591
2018-11-04,106299.1531302591
2018-11-05,107407.29397070926
2018-11-06,108304.23699092357
2018-11-07,108103.40702156795
2018-11-08,108103.40702156795
2018-11-09,108129.37348181356
2018-11-10,108129.37348181356
2018-11-11,108129.37348181356
2018-11-12,107958.02041274105
2018-11-13,106822.71688294035
2018-11-14,107215.29672841051
2018-11-15,106794.32006912085
2018-11-16,107729.23853842389
2018-11-17,107701.10433842389
2018-11-18,107701.10433842389
2018-11-19,109383.3289667854
2018-11-20,109508.09776736089
2018-11-21,109630.13782260414
2018-11-22,110597.80002497807
2018-11-23,110597.80002497807
2018-11-24,110597.80002497807
2018-11-25,110569.66582497807
2018-11-26,110653.79116779669
2018-11-27,111198.44840828548
2018-11-28,109727.72356054562
